card_number,tier,rank,name,alignment,element,faction,hp,atk,rapid,charge,defense,move_1,move_2,move_3,move_4,move_5,move_6,move_7,move_8,move_9,flavor_text,construct_sprite,source_identities,color_palette
THETA-7084,THETA,9,Kaelmir,Demonic,Blood,VOID CULT,703,94,20,25,65,Vital Shield,Pulse Rush,Hemorrhage Strike,Vital Stun,Sanguine Silence,Hemorrhage Catalyst,Hemorrhage Restore,Pulse Catalyst,Crimson Barrage,Kaelmir claws forth from the PANDEMONIUM NET. Blood burns in its wake.,THETA-7084_Kaelmir_idle.png,ID.9639|ID.9356|ID.1805,"[94, 219, 210]"
THETA-7085,THETA,9,Kalvion,Mechanical,Void,IRON CORTEX,990,66,19,15,72,Abyss Barrage,Erase Rush,Erase Cataclysm,Zero Shield,Entropy Suppress,Null Restore,Abyss Strike,Null Lock,Collapse Apotheosis,Unit Kalvion deployed from PROTOCOL DIVISION. Core temperature stable. Elemental sync: Void.,THETA-7085_Kalvion_idle.png,ID.5620|ID.6858|ID.1876,"[82, 172, 226]"
THETA-7086,THETA,9,Thos Construct,Mechanical,Fire,PROTOCOL DIVISION,762,93,16,18,62,Ember Strike,Blaze Apotheosis,Inferno Catalyst,Ember Shield,Blaze Suppress,Scorch Empower,Blaze Barrage,Combust Drain,Inferno Barrage,Unit Thos Construct deployed from IRON CORTEX. Core temperature stable. Elemental sync: Fire.,THETA-7086_Thos_Construct_idle.png,ID.8076|ID.9496|ID.4601,"[2, 181, 240]"
THETA-7087,THETA,9,Phir Construct,Mechanical,Gravity,PROTOCOL DIVISION,875,92,21,21,79,Pull Empower,Anchor Strike,Mass Apotheosis,Weight Suppress,Mass Empower,Singularity Bind,Mass Catalyst,Pull Rush,Crush Charge,Unit Phir Construct deployed from GEAR SECT. Core temperature stable. Elemental sync: Gravity.,THETA-7087_Phir_Construct_idle.png,ID.8759|ID.5334|ID.2488,"[196, 152, 241]"
THETA-7088,THETA,9,Gorthos,Mechanical,Gravity,IRON CORTEX,916,86,18,25,88,Crush Slam,Crush Onslaught,Mass Cataclysm,Pull Cataclysm,Pull Boost,Crush Lock,Singularity Slam,Crush Ward,Anchor Stun,Unit Gorthos deployed from PROTOCOL DIVISION. Core temperature stable. Elemental sync: Gravity.,THETA-7088_Gorthos_idle.png,ID.2449|ID.3603|ID.7926,"[154, 107, 119]"
THETA-7089,THETA,9,Zyrvius,Mechanical,Crystal,PROTOCOL DIVISION,946,79,18,19,84,Prism Drain,Shard Apotheosis,Geode Barrage,Gem Bind,Facet Zenith,Facet Boost,Facet Boost,Shard Barrage,Prism Slam,Unit Zyrvius deployed from IRON CORTEX. Core temperature stable. Elemental sync: Crystal.,THETA-7089_Zyrvius_idle.png,ID.7287|ID.5417|ID.1965,"[58, 238, 134]"
THETA-7090,THETA,9,Phos Frame,Mechanical,Void,IRON CORTEX,945,98,20,15,59,Erase Shield,Entropy Onslaught,Collapse Suppress,Erase Charge,Null Ward,Collapse Drain,Collapse Apotheosis,Collapse Terminus,Erase Strike,Unit Phos Frame deployed from GEAR SECT. Core temperature stable. Elemental sync: Void.,THETA-7090_Phos_Frame_idle.png,ID.6451|ID.3245|ID.5565,"[200, 153, 146]"
THETA-7091,THETA,9,Pyrdros,Demonic,Ice,VOID CULT,938,89,22,15,56,Hail Charge,Crystal Bind,Frost Drain,Crystal Strike,Glacier Cataclysm,Freeze Rush,Freeze Ward,Crystal Ward,Hail Terminus,Pyrdros claws forth from the PANDEMONIUM NET. Ice burns in its wake.,THETA-7091_Pyrdros_idle.png,ID.7089|ID.9663|ID.7376,"[175, 90, 223]"
THETA-7092,THETA,9,Helar,Angelic,Sound,CELESTIAL ORDER,1080,91,21,21,98,Echo Suppress,Resonance Slam,Resonance Ward,Echo Ward,Pulse Zenith,Tone Strike,Resonance Stun,Pulse Apotheosis,Tone Onslaught,Helar descends from the LUMINA SECT. Sound radiance shields the faithful.,THETA-7092_Helar_idle.png,ID.2349|ID.2953|ID.2328,"[67, 41, 108]"
THETA-7093,THETA,9,Moreth,Demonic,Water,ABYSSAL CABAL,1138,96,18,25,79,Current Stun,Depth Onslaught,Tide Silence,Current Shield,Tide Catalyst,Torrent Rush,Surge Slam,Abyss Empower,Depth Cataclysm,Moreth claws forth from the PANDEMONIUM NET. Water burns in its wake.,THETA-7093_Moreth_idle.png,ID.3639|ID.2975|ID.8261,"[13, 113, 54]"
THETA-7094,THETA,9,Morn Strain,Viral,Ice,CORRUPTED SECTOR,897,72,17,20,57,Glacier Bind,Crystal Barrage,Crystal Ward,Chill Bind,Crystal Barrage,Frost Slam,Chill Ward,Frost Zenith,Freeze Catalyst,Strain Morn Strain breaches containment. Ice-mutation sequence active. Quarantine failed.,THETA-7094_Morn_Strain_idle.png,ID.6730|ID.5934|ID.7282,"[187, 82, 228]"
THETA-7095,THETA,9,StellarMion,Angelic,Blood,HALO CORE,960,57,20,24,99,Pulse Ward,Crimson Shield,Vein Rush,Hemorrhage Rush,Vein Lock,Vital Overdrive,Vital Suppress,Pulse Zenith,Hemorrhage Strike,StellarMion descends from the HALO CORE. Blood radiance shields the faithful.,THETA-7095_StellarMion_idle.png,ID.5308|ID.1850|ID.6977,"[249, 38, 49]"
THETA-7096,THETA,9,Thar Sentinel,Angelic,Gravity,CELESTIAL ORDER,1195,63,14,23,70,Pull Slam,Singularity Barrage,Singularity Zenith,Singularity Stun,Weight Shield,Weight Rush,Pull Bind,Crush Apotheosis,Anchor Empower,Thar Sentinel descends from the HALO CORE. Gravity radiance shields the faithful.,THETA-7096_Thar_Sentinel_idle.png,ID.9036|ID.7923|ID.7304,"[98, 107, 148]"
THETA-7097,THETA,9,Lis Dread,Demonic,Light,BRIMSTONE CELL,1200,90,17,23,93,Beam Stun,Lumen Catalyst,Prism Charge,Solar Slam,Prism Silence,Radiance Shield,Solar Terminus,Lumen Empower,Beam Rush,Lis Dread claws forth from the PANDEMONIUM NET. Light burns in its wake.,THETA-7097_Lis_Dread_idle.png,ID.8515|ID.9234|ID.8735,"[130, 246, 11]"
THETA-7098,THETA,9,Yorur,Mechanical,Gravity,IRON CORTEX,1158,69,16,21,93,Crush Overdrive,Pull Barrage,Singularity Strike,Pull Stun,Pull Ward,Pull Silence,Singularity Apotheosis,Pull Charge,Mass Boost,Unit Yorur deployed from PROTOCOL DIVISION. Core temperature stable. Elemental sync: Gravity.,THETA-7098_Yorur_idle.png,ID.5095|ID.9208|ID.9929,"[165, 48, 102]"
THETA-7099,THETA,9,VoidSol,Demonic,Fire,ABYSSAL CABAL,1010,72,16,15,66,Ember Suppress,Ember Strike,Blaze Zenith,Scorch Boost,Ember Suppress,Ember Rush,Ignite Boost,Ember Rush,Blaze Overdrive,VoidSol claws forth from the BRIMSTONE CELL. Fire burns in its wake.,THETA-7099_VoidSol_idle.png,ID.3215|ID.1313|ID.3565,"[83, 116, 202]"
THETA-7100,THETA,9,Yoren,Angelic,Light,ASTRUM DIVISION,1028,81,16,19,84,Dawn Lock,Lumen Boost,Lumen Slam,Dawn Rush,Beam Stun,Radiance Catalyst,Radiance Cleanse,Prism Catalyst,Radiance Rush,Yoren descends from the LUMINA SECT. Light radiance shields the faithful.,THETA-7100_Yoren_idle.png,ID.6143|ID.1372|ID.6652,"[21, 246, 234]"
THETA-7101,THETA,9,Dusion,Demonic,Nature,ABYSSAL CABAL,888,99,20,21,50,Root Terminus,Thorn Rush,Thorn Boost,Bloom Boost,Spore Suppress,Thorn Stun,Bloom Apotheosis,Bloom Rush,Canopy Slam,Dusion claws forth from the ABYSSAL CABAL. Nature burns in its wake.,THETA-7101_Dusion_idle.png,ID.1189|ID.1809|ID.2090,"[101, 83, 62]"
THETA-7102,THETA,9,Kros Cell,Viral,Lightning,ROT CLUSTER,905,86,16,24,89,Static Boost,Static Onslaught,Surge Terminus,Volt Terminus,Thunder Shield,Volt Slam,Static Strike,Spark Lock,Arc Drain,Strain Kros Cell breaches containment. Lightning-mutation sequence active. Quarantine failed.,THETA-7102_Kros_Cell_idle.png,ID.5853|ID.8214|ID.7623,"[6, 114, 54]"
THETA-7103,THETA,9,VoidMion,Mechanical,Dark,IRON CORTEX,783,63,19,19,86,Eclipse Drain,Shadow Rush,Night Restore,Shadow Silence,Eclipse Strike,Void Catalyst,Void Zenith,Umbra Slam,Eclipse Empower,Unit VoidMion deployed from GEAR SECT. Core temperature stable. Elemental sync: Dark.,THETA-7103_VoidMion_idle.png,ID.7699|ID.9809|ID.5219,"[96, 35, 14]"
THETA-7104,THETA,9,EternalDros,Mechanical,Blood,GEAR SECT,1005,69,19,20,85,Pulse Empower,Vein Charge,Pulse Barrage,Sanguine Barrage,Hemorrhage Drain,Hemorrhage Bind,Vital Cataclysm,Vital Cataclysm,Sanguine Cleanse,Unit EternalDros deployed from SYNTHETIC NETWORK. Core temperature stable. Elemental sync: Blood.,THETA-7104_EternalDros_idle.png,ID.6380|ID.6659|ID.3285,"[173, 108, 79]"
THETA-7105,THETA,9,Phir Vector,Viral,Plasma,CORRUPTED SECTOR,1129,70,19,15,69,Flux Ward,Flux Drain,Ion Apotheosis,Nebula Barrage,Flux Slam,Flux Restore,Flux Lock,Nebula Zenith,Fusion Charge,Strain Phir Vector breaches containment. Plasma-mutation sequence active. Quarantine failed.,THETA-7105_Phir_Vector_idle.png,ID.1717|ID.3045|ID.4966,"[195, 225, 115]"
THETA-7106,THETA,9,Sylan,Viral,Poison,INFECTION VECTOR,1181,94,16,17,95,Toxin Rush,Blight Zenith,Contagion Restore,Contagion Strike,Toxin Shield,Toxin Overdrive,Blight Silence,Toxin Strike,Contagion Lock,Strain Sylan breaches containment. Poison-mutation sequence active. Quarantine failed.,THETA-7106_Sylan_idle.png,ID.2382|ID.1108|ID.3134,"[216, 48, 209]"
THETA-7107,THETA,9,Nexoth,Angelic,Dark,HALO CORE,882,86,17,20,69,Eclipse Drain,Shadow Charge,Umbra Charge,Void Cleanse,Abyss Charge,Eclipse Catalyst,Shadow Catalyst,Night Drain,Abyss Ward,Nexoth descends from the HALO CORE. Dark radiance shields the faithful.,THETA-7107_Nexoth_idle.png,ID.8046|ID.5401|ID.2520,"[118, 179, 160]"
THETA-7108,THETA,9,NexusPher,Mechanical,Time,GEAR SECT,1169,82,18,23,77,Epoch Bind,Epoch Charge,Epoch Cleanse,Epoch Zenith,Shift Terminus,Loop Onslaught,Shift Suppress,Shift Charge,Era Ward,Unit NexusPher deployed from PROTOCOL DIVISION. Core temperature stable. Elemental sync: Time.,THETA-7108_NexusPher_idle.png,ID.8604|ID.6614|ID.7589,"[4, 166, 107]"
THETA-7109,THETA,9,Soldris,Demonic,Lightning,BRIMSTONE CELL,735,83,20,18,93,Arc Bind,Surge Suppress,Spark Cataclysm,Spark Cataclysm,Volt Rush,Arc Charge,Thunder Empower,Volt Ward,Spark Rush,Soldris claws forth from the BRIMSTONE CELL. Lightning burns in its wake.,THETA-7109_Soldris_idle.png,ID.9636|ID.7737|ID.1717,"[60, 174, 180]"
THETA-7110,THETA,9,Lyrvex,Demonic,Earth,BRIMSTONE CELL,1167,96,16,23,54,Mountain Catalyst,Terra Empower,Terra Drain,Fissure Ward,Quake Strike,Quake Slam,Terra Zenith,Mountain Barrage,Terra Lock,Lyrvex claws forth from the ABYSSAL CABAL. Earth burns in its wake.,THETA-7110_Lyrvex_idle.png,ID.8925|ID.2983|ID.2644,"[3, 175, 225]"
THETA-7111,THETA,9,NexusThar,Mechanical,Earth,SYNTHETIC NETWORK,1179,94,16,15,79,Terra Shield,Quake Bind,Mountain Zenith,Core Barrage,Mountain Cataclysm,Fissure Charge,Stone Suppress,Quake Ward,Terra Strike,Unit NexusThar deployed from SYNTHETIC NETWORK. Core temperature stable. Elemental sync: Earth.,THETA-7111_NexusThar_idle.png,ID.5187|ID.1859|ID.2012,"[128, 182, 81]"
THETA-7112,THETA,9,Morn Drone,Mechanical,Light,GEAR SECT,781,80,20,16,78,Prism Barrage,Dawn Cleanse,Lumen Slam,Lumen Zenith,Lumen Cataclysm,Prism Onslaught,Solar Shield,Solar Suppress,Beam Suppress,Unit Morn Drone deployed from PROTOCOL DIVISION. Core temperature stable. Elemental sync: Light.,THETA-7112_Morn_Drone_idle.png,ID.1576|ID.6501|ID.7050,"[48, 58, 199]"
THETA-7113,THETA,9,Torvorn,Angelic,Fire,ASTRUM DIVISION,1108,82,13,24,85,Inferno Onslaught,Combust Drain,Scorch Cleanse,Ignite Drain,Ignite Barrage,Ember Restore,Scorch Cataclysm,Ember Overdrive,Blaze Charge,Torvorn descends from the HALO CORE. Fire radiance shields the faithful.,THETA-7113_Torvorn_idle.png,ID.1643|ID.8380|ID.4897,"[232, 41, 6]"
THETA-7114,THETA,9,Pyrnax,Angelic,Water,CELESTIAL ORDER,1003,89,18,20,81,Tide Strike,Current Onslaught,Abyss Restore,Abyss Lock,Current Restore,Torrent Stun,Torrent Cataclysm,Abyss Rush,Current Zenith,Pyrnax descends from the HALO CORE. Water radiance shields the faithful.,THETA-7114_Pyrnax_idle.png,ID.7860|ID.6270|ID.8990,"[238, 88, 210]"
THETA-7115,THETA,9,Tornax,Demonic,Metal,ABYSSAL CABAL,1041,80,21,21,85,Plate Rush,Steel Restore,Iron Catalyst,Iron Rush,Alloy Stun,Plate Stun,Steel Catalyst,Alloy Charge,Iron Restore,Tornax claws forth from the PANDEMONIUM NET. Metal burns in its wake.,THETA-7115_Tornax_idle.png,ID.5141|ID.2081|ID.5030,"[204, 106, 131]"
THETA-7116,THETA,9,DigitalThas,Demonic,Lightning,VOID CULT,863,87,18,25,69,Arc Shield,Static Drain,Surge Onslaught,Static Charge,Static Boost,Static Bind,Surge Overdrive,Spark Strike,Arc Apotheosis,DigitalThas claws forth from the PANDEMONIUM NET. Lightning burns in its wake.,THETA-7116_DigitalThas_idle.png,ID.4082|ID.3761|ID.1351,"[244, 69, 57]"
THETA-7117,THETA,9,Vyroth,Viral,Time,ROT CLUSTER,822,70,22,20,90,Chrono Apotheosis,Chrono Restore,Epoch Cataclysm,Shift Restore,Epoch Stun,Epoch Slam,Loop Strike,Era Strike,Shift Drain,Strain Vyroth breaches containment. Time-mutation sequence active. Quarantine failed.,THETA-7117_Vyroth_idle.png,ID.1378|ID.5962|ID.1702,"[122, 116, 215]"
THETA-7118,THETA,9,Ophon,Demonic,Dark,VOID CULT,910,78,21,22,52,Eclipse Ward,Night Zenith,Eclipse Barrage,Eclipse Restore,Abyss Barrage,Void Strike,Night Lock,Umbra Lock,Night Zenith,Ophon claws forth from the VOID CULT. Dark burns in its wake.,THETA-7118_Ophon_idle.png,ID.6889|ID.4134|ID.4794,"[254, 11, 30]"
THETA-7119,THETA,9,Xenvek,Demonic,Time,VOID CULT,775,80,22,18,51,Shift Catalyst,Epoch Barrage,Chrono Cataclysm,Epoch Charge,Loop Charge,Paradox Bind,Epoch Empower,Era Stun,Epoch Cleanse,Xenvek claws forth from the PANDEMONIUM NET. Time burns in its wake.,THETA-7119_Xenvek_idle.png,ID.5819|ID.3327|ID.4561,"[113, 236, 18]"
THETA-7120,THETA,9,AstralThas,Mechanical,Lightning,PROTOCOL DIVISION,1042,70,17,17,83,Spark Barrage,Surge Boost,Volt Overdrive,Surge Slam,Thunder Suppress,Arc Restore,Arc Drain,Thunder Slam,Thunder Overdrive,Unit AstralThas deployed from SYNTHETIC NETWORK. Core temperature stable. Elemental sync: Lightning.,THETA-7120_AstralThas_idle.png,ID.7977|ID.8660|ID.9316,"[7, 108, 228]"
IOTA-10501,IOTA,10,Ryxvax,Demonic,Time,PANDEMONIUM NET,681,61,13,11,33,Era Cataclysm,Epoch Slam,Epoch Strike,Shift Stun,Paradox Slam,Paradox Shield,Chrono Cataclysm,Paradox Bind,Paradox Restore,Ryxvax claws forth from the BRIMSTONE CELL. Time burns in its wake.,IOTA-10501_Ryxvax_idle.png,ID.5687|ID.5915|ID.4661,"[133, 64, 154]"
IOTA-10502,IOTA,10,Dra Guardian,Angelic,Metal,ASTRUM DIVISION,698,62,12,19,41,Steel Terminus,Iron Slam,Plate Suppress,Plate Charge,Steel Empower,Forge Empower,Steel Overdrive,Titan Bind,Titan Charge,Dra Guardian descends from the HALO CORE. Metal radiance shields the faithful.,IOTA-10502_Dra_Guardian_idle.png,ID.1507|ID.4847|ID.7096,"[106, 107, 37]"
IOTA-10503,IOTA,10,Ryxmire,Mechanical,Gravity,SYNTHETIC NETWORK,672,69,16,12,62,Pull Stun,Anchor Bind,Mass Empower,Mass Slam,Weight Terminus,Weight Strike,Mass Charge,Mass Cleanse,Weight Terminus,Unit Ryxmire deployed from PROTOCOL DIVISION. Core temperature stable. Elemental sync: Gravity.,IOTA-10503_Ryxmire_idle.png,ID.9798|ID.5685|ID.6603,"[70, 118, 222]"
IOTA-10504,IOTA,10,Zepmire,Viral,Time,CORRUPTED SECTOR,836,55,14,12,63,Era Onslaught,Era Shield,Paradox Cataclysm,Chrono Lock,Chrono Stun,Era Zenith,Era Strike,Era Onslaught,Chrono Ward,Strain Zepmire breaches containment. Time-mutation sequence active. Quarantine failed.,IOTA-10504_Zepmire_idle.png,ID.8885|ID.9542|ID.8551,"[245, 64, 211]"
IOTA-10505,IOTA,10,SolarSol,Viral,Dark,INFECTION VECTOR,808,49,15,18,35,Eclipse Barrage,Umbra Cleanse,Umbra Catalyst,Umbra Onslaught,Eclipse Cataclysm,Shadow Strike,Eclipse Silence,Eclipse Drain,Shadow Cleanse,Strain SolarSol breaches containment. Dark-mutation sequence active. Quarantine failed.,IOTA-10505_SolarSol_idle.png,ID.9024|ID.8990|ID.1716,"[211, 243, 40]"
IOTA-10506,IOTA,10,Kalvex,Mechanical,Light,PROTOCOL DIVISION,587,64,17,12,57,Beam Strike,Prism Zenith,Beam Drain,Radiance Overdrive,Lumen Shield,Beam Slam,Prism Stun,Solar Rush,Solar Restore,Unit Kalvex deployed from IRON CORTEX. Core temperature stable. Elemental sync: Light.,IOTA-10506_Kalvex_idle.png,ID.3441|ID.1601|ID.6312,"[206, 162, 63]"
IOTA-10507,IOTA,10,Joriel,Viral,Void,PHAGE CELL,554,65,13,12,38,Erase Apotheosis,Abyss Ward,Erase Stun,Erase Ward,Erase Barrage,Entropy Terminus,Entropy Charge,Collapse Silence,Collapse Onslaught,Strain Joriel breaches containment. Void-mutation sequence active. Quarantine failed.,IOTA-10507_Joriel_idle.png,ID.7181|ID.1514|ID.7929,"[57, 35, 25]"
IOTA-10508,IOTA,10,Raven,Viral,Poison,ROT CLUSTER,701,66,14,11,40,Contagion Slam,Toxin Stun,Blight Charge,Miasma Terminus,Blight Rush,Venom Overdrive,Toxin Ward,Contagion Restore,Blight Lock,Strain Raven breaches containment. Poison-mutation sequence active. Quarantine failed.,IOTA-10508_Raven_idle.png,ID.7714|ID.8019|ID.4586,"[182, 15, 175]"
IOTA-10509,IOTA,10,Solzire,Demonic,Lightning,VOID CULT,787,68,15,12,66,Thunder Charge,Volt Terminus,Static Stun,Arc Slam,Surge Barrage,Volt Boost,Volt Cataclysm,Volt Cleanse,Thunder Suppress,Solzire claws forth from the ABYSSAL CABAL. Lightning burns in its wake.,IOTA-10509_Solzire_idle.png,ID.5818|ID.7680|ID.9194,"[24, 246, 172]"
IOTA-10510,IOTA,10,Xel Beast,Demonic,Time,PANDEMONIUM NET,831,68,13,14,45,Shift Catalyst,Epoch Lock,Chrono Cataclysm,Loop Boost,Paradox Silence,Paradox Restore,Epoch Barrage,Epoch Onslaught,Epoch Charge,Xel Beast claws forth from the ABYSSAL CABAL. Time burns in its wake.,IOTA-10510_Xel_Beast_idle.png,ID.5646|ID.7306|ID.7876,"[18, 26, 58]"
IOTA-10511,IOTA,10,ChronoLis,Mechanical,Crystal,GEAR SECT,656,70,13,12,61,Shard Strike,Geode Silence,Facet Charge,Shard Suppress,Prism Cataclysm,Gem Terminus,Lattice Shield,Geode Restore,Geode Barrage,Unit ChronoLis deployed from IRON CORTEX. Core temperature stable. Elemental sync: Crystal.,IOTA-10511_ChronoLis_idle.png,ID.1037|ID.1246|ID.2875,"[149, 28, 14]"
IOTA-10512,IOTA,10,Pher Host,Viral,Blood,INFECTION VECTOR,541,56,17,11,34,Vital Terminus,Vein Suppress,Crimson Cataclysm,Hemorrhage Onslaught,Vein Rush,Hemorrhage Barrage,Hemorrhage Shield,Pulse Silence,Hemorrhage Shield,Strain Pher Host breaches containment. Blood-mutation sequence active. Quarantine failed.,IOTA-10512_Pher_Host_idle.png,ID.7466|ID.2247|ID.2308,"[247, 177, 88]"
IOTA-10513,IOTA,10,Ulrur,Angelic,Poison,ASTRUM DIVISION,708,50,14,19,64,Contagion Drain,Blight Rush,Blight Strike,Contagion Catalyst,Blight Catalyst,Miasma Strike,Toxin Bind,Contagion Ward,Toxin Shield,Ulrur descends from the CELESTIAL ORDER. Poison radiance shields the faithful.,IOTA-10513_Ulrur_idle.png,ID.7481|ID.5437|ID.4285,"[9, 87, 20]"
IOTA-10514,IOTA,10,NetherVius,Mechanical,Time,IRON CORTEX,669,68,15,19,50,Loop Overdrive,Loop Ward,Chrono Stun,Epoch Rush,Paradox Onslaught,Chrono Drain,Shift Catalyst,Shift Onslaught,Epoch Ward,Unit NetherVius deployed from IRON CORTEX. Core temperature stable. Elemental sync: Time.,IOTA-10514_NetherVius_idle.png,ID.4151|ID.8299|ID.5423,"[254, 118, 185]"
IOTA-10515,IOTA,10,Kaelil,Demonic,Void,PANDEMONIUM NET,742,70,17,11,67,Erase Stun,Collapse Terminus,Entropy Empower,Null Cataclysm,Erase Bind,Entropy Barrage,Entropy Boost,Erase Charge,Null Charge,Kaelil claws forth from the ABYSSAL CABAL. Void burns in its wake.,IOTA-10515_Kaelil_idle.png,ID.2064|ID.3019|ID.6615,"[99, 217, 31]"
IOTA-10516,IOTA,10,NexusLor,Mechanical,Crystal,IRON CORTEX,767,49,16,19,47,Facet Silence,Lattice Cleanse,Geode Barrage,Geode Charge,Prism Silence,Gem Cataclysm,Lattice Apotheosis,Prism Cleanse,Shard Slam,Unit NexusLor deployed from SYNTHETIC NETWORK. Core temperature stable. Elemental sync: Crystal.,IOTA-10516_NexusLor_idle.png,ID.3919|ID.9967|ID.3282,"[82, 108, 68]"
IOTA-10517,IOTA,10,Vax Reaver,Demonic,Dark,PANDEMONIUM NET,648,52,16,18,64,Void Overdrive,Night Lock,Umbra Charge,Night Rush,Night Catalyst,Abyss Slam,Night Ward,Void Bind,Abyss Boost,Vax Reaver claws forth from the VOID CULT. Dark burns in its wake.,IOTA-10517_Vax_Reaver_idle.png,ID.6837|ID.9051|ID.7916,"[211, 163, 88]"
IOTA-10518,IOTA,10,Kale Seraph,Angelic,Water,HALO CORE,796,69,17,16,46,Abyss Restore,Depth Lock,Current Rush,Current Barrage,Current Strike,Current Catalyst,Tide Apotheosis,Abyss Lock,Surge Boost,Kale Seraph descends from the HALO CORE. Water radiance shields the faithful.,IOTA-10518_Kale_Seraph_idle.png,ID.2288|ID.1078|ID.8419,"[58, 221, 93]"
IOTA-10519,IOTA,10,Jorxis,Demonic,Void,BRIMSTONE CELL,849,65,16,15,30,Zero Silence,Abyss Slam,Entropy Catalyst,Entropy Drain,Null Boost,Null Rush,Entropy Slam,Collapse Ward,Zero Cataclysm,Jorxis claws forth from the ABYSSAL CABAL. Void burns in its wake.,IOTA-10519_Jorxis_idle.png,ID.7242|ID.7377|ID.8249,"[215, 85, 115]"
IOTA-10520,IOTA,10,Myrdris,Mechanical,Blood,IRON CORTEX,593,52,13,12,43,Crimson Apotheosis,Pulse Apotheosis,Crimson Restore,Pulse Rush,Sanguine Strike,Vital Ward,Sanguine Lock,Vital Charge,Crimson Suppress,Unit Myrdris deployed from PROTOCOL DIVISION. Core temperature stable. Elemental sync: Blood.,IOTA-10520_Myrdris_idle.png,ID.3550|ID.3930|ID.1110,"[76, 212, 96]"
IOTA-10521,IOTA,10,OmniThas,Demonic,Blood,PANDEMONIUM NET,685,59,16,17,32,Crimson Onslaught,Sanguine Charge,Sanguine Cleanse,Vital Stun,Crimson Apotheosis,Vein Suppress,Pulse Restore,Vein Overdrive,Sanguine Slam,OmniThas claws forth from the VOID CULT. Blood burns in its wake.,IOTA-10521_OmniThas_idle.png,ID.6410|ID.1255|ID.8609,"[39, 60, 89]"
IOTA-10522,IOTA,10,Dune Host,Viral,Gravity,ROT CLUSTER,724,60,12,18,33,Weight Barrage,Weight Onslaught,Weight Boost,Singularity Suppress,Weight Rush,Weight Boost,Anchor Overdrive,Singularity Terminus,Pull Stun,Strain Dune Host breaches containment. Gravity-mutation sequence active. Quarantine failed.,IOTA-10522_Dune_Host_idle.png,ID.6635|ID.2702|ID.4224,"[240, 80, 63]"
IOTA-10523,IOTA,10,Solen,Viral,Crystal,PHAGE CELL,569,60,16,14,48,Gem Ward,Prism Slam,Shard Cataclysm,Prism Silence,Prism Zenith,Lattice Slam,Facet Slam,Lattice Empower,Gem Silence,Strain Solen breaches containment. Crystal-mutation sequence active. Quarantine failed.,IOTA-10523_Solen_idle.png,ID.5876|ID.4903|ID.9740,"[55, 222, 60]"
IOTA-10524,IOTA,10,Nyxkale,Demonic,Time,VOID CULT,681,53,17,16,66,Paradox Suppress,Loop Strike,Era Barrage,Epoch Apotheosis,Epoch Stun,Paradox Boost,Chrono Cataclysm,Era Ward,Epoch Strike,Nyxkale claws forth from the PANDEMONIUM NET. Time burns in its wake.,IOTA-10524_Nyxkale_idle.png,ID.5183|ID.2736|ID.5104,"[217, 58, 77]"
IOTA-10525,IOTA,10,Solon,Demonic,Time,PANDEMONIUM NET,596,66,16,12,64,Shift Restore,Paradox Rush,Chrono Barrage,Paradox Lock,Paradox Catalyst,Era Empower,Era Onslaught,Paradox Suppress,Loop Overdrive,Solon claws forth from the ABYSSAL CABAL. Time burns in its wake.,IOTA-10525_Solon_idle.png,ID.4638|ID.5171|ID.6702,"[154, 106, 209]"
IOTA-10526,IOTA,10,Dris Vector,Viral,Lightning,PHAGE CELL,746,49,13,12,63,Thunder Onslaught,Arc Overdrive,Volt Stun,Thunder Strike,Spark Zenith,Arc Cleanse,Volt Cleanse,Spark Lock,Static Charge,Strain Dris Vector breaches containment. Lightning-mutation sequence active. Quarantine failed.,IOTA-10526_Dris_Vector_idle.png,ID.3487|ID.5891|ID.6518,"[148, 43, 249]"
